Src_IP,Src_Port,Dest_IP,Dest_Port,Proto,Duration,Bytes,Packets,Class
7266,12237,5966,7837,1,96.03492287798966,10645.622327017654,39.35622434790677,Victim
7449,8272,4455,6170,1,355.18888201297307,2819.6856694127355,27.83829331665654,Unknown
7828,5393,7198,4555,0,19.431971509458304,2822.477466101599,9.0,Normal
1368,64787,5644,5689,2,14.94456487411344,27.15260667056936,9.0,Normal
7272,9074,6720,1228,2,104.78045327717726,106.39291127196853,10.0,Normal
4540,29629,8807,6261,2,448.1449495789571,23245.673136257537,66.87932641823173,Attacker
2777,50640,3041,860,1,12.164399139268633,2901.3611948570706,7.0,Normal
1414,55503,3696,4485,0,88.9780176803812,674.4647956413917,9.0,Normal
7661,39207,5543,2233,1,8.876508629525055,859.1091727353064,10.0,Normal
5789,16422,5436,635,2,167.2180415441624,2328.291233421567,7.0,Normal
8906,41907,7962,3376,1,240.02631232336054,1920.281854886538,5.0,Normal
7339,34079,2762,3393,2,99.09989312709185,1980.1529578978952,3.0,Normal
8688,4219,1948,4572,1,116.58523839050605,464.8737724714799,6.0,Normal
512,26475,1213,6376,1,11.76519677979253,14431.131213510263,55.16774436229762,Attacker
4062,52168,1322,2663,2,7.577710410321748,71.82967835087585,6.0,Normal
6233,8474,4507,3787,1,19.804925842368508,667.4101859894967,7.0,Normal
3149,3949,1034,3948,2,31.996902117218156,271.0307306406498,9.0,Normal
4382,15539,471,3123,1,142.65170221090966,36.454239741601484,14.0,Normal
2683,51296,522,3093,1,57.168956580256726,960.2709852495594,7.0,Normal
232,6334,7586,7649,1,8.148090202166646,79.23791564816877,9.0,Normal
4100,32841,1328,6059,2,191.49110602457654,128.0143383597534,16.0,Normal
1472,50622,4731,3924,1,508.7522155451478,85.28024820774634,14.0,Normal
313,28432,7109,1249,1,124.27604026342863,17513.619440535487,18.21291199406569,Suspicious
7404,45552,8747,3342,0,71.69563948914052,40.02927749359866,15.0,Normal
3788,48688,8185,7116,0,8.176274522473841,314.3771770413011,11.0,Normal
4875,56803,3430,7924,2,48.291450650871454,1055.5484297437429,8.0,Normal
2610,20304,3211,6806,2,46.49036321915769,1733.7729400440744,4.0,Normal
3763,18129,5501,4102,2,337.5281507265801,937.0127686554267,9.0,Normal
1687,19571,6419,280,2,108.00796120069987,3750.8295990971574,8.0,Normal
7127,11798,2662,1970,1,152.41007539648737,412.0490479788669,13.0,Normal
4162,16481,289,91,1,40.05224362530425,3388.4338719385196,64.08528770521639,Victim
4748,43335,844,5251,2,53.94426832447506,1722.0548922141252,6.0,Normal
6021,5004,5824,2056,2,58.979449572720476,10186.876086713852,33.35938499822916,Victim
6854,21910,8859,6991,0,196.7463613120815,240.88381222822312,7.0,Normal
4454,12600,8340,1405,2,16.531386139870534,690.4862043374818,12.0,Normal
8577,51901,1624,6071,0,157.85015649630893,28493.86422852572,26.69541936670629,Unknown
7361,59061,1653,3451,2,5.514309722404993,1987.9435329131013,6.0,Normal
2292,32915,6223,4150,2,100.59263515433727,212.94993021842146,8.0,Normal
6184,37205,7429,5095,1,65.76347769022546,198.18987236954789,8.0,Normal
1068,34286,7877,6744,2,103.70023462613275,11412.938940173315,32.61594714641122,Victim
6880,1971,6001,7387,0,10.716092496886246,221.76263200956754,9.0,Normal
2109,1046,6552,6323,1,72.15079422858673,602.9215289738072,9.0,Normal
7874,2152,6698,3636,0,82.96165781145778,199.37653046225375,10.0,Normal
8119,15010,6301,7384,2,674.4066830763894,141.4950245533389,39.25409713702622,Unknown
8812,33346,1087,5046,1,3.3787092659647016,2082.6759357651586,14.0,Normal
5548,49953,7804,445,0,256.0237399582189,1509.6126780018753,12.0,Normal
4796,17184,8460,7781,2,65.30892370810048,635.9891331548232,6.0,Normal
1639,50733,8170,7754,0,23.586731300600423,173.8523222431255,10.0,Normal
8538,10832,5674,736,2,109.52561755748826,1642.0525763311146,12.0,Normal
2633,30636,7747,240,0,72.78467414284741,445.2989596450334,11.0,Normal
6556,53906,924,6984,2,25.715935489966117,1084.5589840233856,8.0,Normal
7211,22749,4669,254,0,98.57127467752402,380.81314564600416,14.0,Normal
5398,8022,6413,7335,1,64.10525301951496,566.1394545032792,7.0,Normal
6898,40974,4570,3550,2,116.80093722869157,766.7330751378589,13.0,Normal
1502,24442,6687,4140,2,116.82097547300094,1435.5529803856975,11.0,Normal
8128,19064,9129,5679,0,64.02043535204578,1784.1996441575568,18.0,Normal
2616,21581,7438,624,2,85.94237694046983,1391.1867405665978,37.20444528599582,Suspicious
7149,22849,700,6700,1,6.533269393147092,265.32080277294494,3.0,Normal
2189,10022,4622,3934,0,68.09154895549325,166.82149991439604,13.0,Normal
4795,37104,981,6506,0,27.85439909725242,416.649224710924,9.0,Normal
9222,47121,7011,1841,0,5.471753422721597,1618.3953415309502,13.0,Normal
245,63231,5451,1036,1,40.10452358063818,320.180230464474,7.0,Normal
4900,58821,526,531,1,9.153324202273158,48.686134035147134,11.0,Normal
3877,16826,8066,7871,2,86.68860492469423,830.7464633027378,12.0,Normal
122,12191,3034,161,0,70.05123665019055,34.191552523605324,6.0,Normal
4357,36116,5162,1316,1,157.22818166183532,2162.172412719012,9.0,Normal
22,43431,1016,4991,2,31.147426684728657,1133.3915757325635,10.0,Normal
4871,55771,4397,6743,1,46.44654977968645,296.85112269557834,10.0,Normal
1775,14362,1677,6357,1,116.78028574621919,633.1655967503673,6.0,Normal
6301,11777,7855,526,1,495.39506919514673,1344.0659822552486,16.0,Normal
4391,7008,5844,2245,2,234.51769595481142,2473.1816596105227,7.0,Normal
8945,19919,8919,1699,1,73.56891918852827,2075.0811558083574,8.0,Normal
1058,48934,4459,1873,1,113.3040069398542,72.06707805169822,7.0,Normal
3288,44855,5642,3394,1,148.7375877844531,749.3263197151743,18.160966768519458,Attacker
9128,1386,2494,4924,0,100.02447987886801,4142.68669605465,21.57184408161203,Attacker
5761,4478,2748,1253,1,148.4349528321612,4935.498057577226,69.57951200295942,Attacker
6234,52974,4723,6085,0,48.85737521189619,346.6356122402277,13.0,Normal
1400,22028,5135,5732,1,32.8765706392562,3736.939630905749,8.0,Normal
5296,61821,3370,725,0,284.95659698832554,12782.472660673262,30.38574463271764,Unknown
5395,37047,9221,458,1,205.55173247620834,1162.56681520945,8.0,Normal
1813,18625,4854,2735,0,33.97115058644513,200.07383145863253,12.0,Normal
6397,51661,7646,7189,0,122.72128330351488,333.97859108029326,11.0,Normal
1268,60471,1572,6748,0,56.91947767688593,928.9168167453502,12.0,Normal
8102,6373,6441,3664,1,35.96580134189507,1587.6591231788382,12.0,Normal
5835,60904,7184,3813,2,97.05119361548392,2674.523787371049,11.0,Normal
6359,40987,7806,1220,0,280.3699065282148,1196.4242989404806,11.0,Normal
2966,11071,8641,3815,0,43.33885868701694,542.38002376982,10.0,Normal
7742,8774,1616,6799,0,142.49491315166276,1174.6660428393236,9.0,Normal
5865,30417,7852,5112,0,99.75142247047364,346.4044246699779,33.41648476693785,Unknown
6354,23487,7060,2093,0,162.89693205397313,916.4977677683704,8.0,Normal
388,10423,2392,741,2,142.70527093082657,2250.22861766606,13.0,Normal
8673,59816,8717,5516,1,145.08660417409598,1013.2051143096272,14.0,Normal
3772,14710,2325,5051,2,607.8360149813594,7.568843477467705,8.0,Normal
1211,41827,3688,91,1,15.142489858743302,1185.86810347721,7.0,Normal
5979,64552,2927,5289,2,49.2395233508658,1296.2494035423874,10.0,Normal
4824,35299,5188,467,1,99.64497310091568,779.2044375104131,8.0,Normal
3762,51179,8432,6306,0,89.2758481129965,1693.2991425991297,8.0,Normal
1226,23811,3436,3103,1,151.70095383469092,226.0117433648061,13.0,Normal
6311,15800,939,3913,1,4.804550233206315,525.9034966745165,9.0,Normal
917,51101,4029,1999,0,122.09533911592504,1648.1060779221077,11.0,Normal
4338,30551,2335,4571,0,133.83577291905914,925.5580494752985,10.0,Normal
6405,58451,5047,2672,1,6.30474902915104,5178.802133827267,14.0,Normal
4021,64557,3453,2788,1,77.36684433917758,71.77996571805734,9.0,Normal
2320,40375,38,4815,0,28.10278668514266,280.12553346295374,7.0,Normal
7738,62110,7601,179,2,362.05632669581547,1323.5928453012416,31.996936640204048,Suspicious
5168,37719,9105,4632,0,5.088664675754278,3746.1791610041446,14.0,Normal
5489,59910,351,6198,1,15.80163136167038,2034.5649764832249,12.0,Normal
2218,51161,1656,7097,1,11.032143546358391,142.85880850692425,4.0,Normal
7579,64332,3558,4156,1,6.744161686007462,436.65227021131176,6.0,Normal
2549,16821,3656,6551,0,91.64749063766651,54.030937913015514,9.0,Normal
4787,38023,1209,2851,0,391.6994249661967,4586.728016786982,18.16048147927144,Attacker
3331,6326,7802,4249,2,71.53378312312775,402.26231021876,5.0,Normal
7747,64196,8770,7343,1,23.64587082672556,297.81896691782697,10.0,Normal
3579,39083,8233,6315,1,69.58061011384329,5652.837263817242,28.12359392367747,Suspicious
847,1932,21,2457,0,44.685948839436136,1587.4395306526537,11.0,Normal
6764,61276,4893,1943,1,60.08148805404302,517.3763812728245,13.0,Normal
1347,16147,6893,4099,2,54.56558236570201,1416.5428328356218,6.0,Normal
111,13901,3274,4350,0,111.21573676375777,590.8293541980088,7.0,Normal
3524,15263,7835,5936,1,115.93088470453395,734.8755980469783,24.714431956959913,Attacker
3590,22459,5875,6538,0,108.75696619493726,590.9621468061179,6.0,Normal
4085,28337,6417,3838,0,79.1363170332855,772.3083836446561,10.0,Normal
4994,36378,3092,7815,2,4.972489029335671,619.115191649809,12.0,Normal
8785,43127,2348,4672,0,252.16380748128392,320.6520402257026,8.0,Normal
5124,49432,3118,5468,1,19.596305263510253,204.69255976356698,17.0,Normal
1229,18739,2213,4603,2,60.06206094733264,2936.5618455200074,10.0,Normal
1119,24259,1869,114,0,724.858884776934,2833.1709490153094,16.29491409994494,Unknown
7347,61716,4798,2246,1,28.413264769956708,1222.0336310851021,8.0,Normal
4851,27153,3851,5570,0,2.2413873143702903,416.56810506680665,10.0,Normal
4018,11558,5429,7148,0,67.34422539724264,3494.7289735931295,10.0,Normal
5972,35598,3988,3719,2,25.351409783278537,4446.353234640068,11.0,Normal
3472,44084,4982,4052,2,150.71732656530642,14376.125827292648,58.276474925285726,Victim
3499,18213,5146,7698,2,330.51381694592266,2202.104648008409,28.754800593995803,Unknown
1909,63919,7211,3460,2,71.58426159085933,781.0330990334826,9.0,Normal
5701,21555,1292,5556,1,103.57201545667851,398.9286229223605,10.0,Normal
706,11991,2370,7623,0,109.70706650628766,130.1412150366595,10.0,Normal
4023,17479,1882,7051,2,171.7772271166899,82.36162468694106,6.0,Normal
1638,1051,545,3256,1,116.45175320761399,626.3253440589394,9.0,Normal
1874,9684,339,6613,2,373.6900289539062,3853.222116153713,8.0,Normal
4185,54159,4466,255,0,60.91944404318015,283.52792811462274,5.0,Normal
3618,26363,624,2233,2,5.156530351237884,529.2483059372672,9.0,Normal
4470,65397,3297,4767,0,50.09196890835468,1025.602133915842,10.0,Normal
6413,40847,2563,5362,0,183.18195206833477,432.420907650656,7.0,Normal
6183,56866,2193,5089,1,14.279433681638478,3.6363535867378927,13.0,Normal
2662,10640,6070,5466,2,133.15783706505326,504.5406402507686,16.0,Normal
8928,11464,8072,1666,2,76.71413770463336,1632.9186266951788,15.0,Normal
1964,37624,6698,5478,0,230.92683470309515,2881.68887736632,6.0,Normal
9124,49762,619,5502,2,131.3749228803431,321.70886786844903,11.0,Normal
7317,14131,5043,3738,0,108.03523523728826,2546.5136918832172,14.0,Normal
2570,62428,3318,3082,1,217.92877716472213,2018.523718349763,15.0,Normal
1213,29670,1456,1032,2,238.8360077828844,522.0952932752622,9.0,Normal
8573,47569,1471,5036,0,48.599758040418756,4.688791417607383,7.0,Normal
1224,27275,6041,6350,2,262.8970736577633,1863.5300181141463,8.0,Normal
4976,16978,2853,5445,2,15.048175068969732,1756.6546106271621,49.56515751981846,Unknown
4815,17967,3793,2951,1,143.78682333366507,1410.122300952022,12.0,Normal
2164,41749,6076,4409,0,41.027306098560004,847.4985033721907,9.0,Normal
5064,46458,3387,2794,1,66.82535063608103,250.59764168310878,11.0,Normal
9250,21239,8782,3736,1,180.6364927639716,1044.7256791497114,12.0,Normal
6181,11134,7687,3058,1,267.62357964371193,10963.997070709287,19.128382304627124,Attacker
8913,41136,3893,5638,0,61.1550649065543,643.3007319925537,7.0,Normal
6036,22579,1579,6360,0,44.686554032809866,3795.8345378590857,25.682139728565804,Unknown
7657,17486,1889,1889,2,280.1231773921029,519.1465434664522,10.0,Normal
4084,14720,4752,6779,0,40.41821462677414,3924.6813884382923,10.0,Normal
7151,55105,9003,2886,1,10.665193098331823,274.1849110090017,8.0,Normal
1701,53823,3447,5348,0,83.04496683497342,1504.4236627293267,10.0,Normal
6683,2055,6310,4231,2,52.13470995640047,1384.7038548759808,7.0,Normal
6159,24789,2620,3839,1,89.28456298755586,753.8379725813815,10.0,Normal
8893,52248,3956,6579,2,26.595967128117437,431.3034529684639,12.0,Normal
9218,62913,5460,3408,0,47.59876821800979,590.1573432265836,8.0,Normal
7143,57087,5909,3050,2,359.38738194561586,992.8679025428369,12.0,Normal
1354,48882,3098,4988,2,275.7285756781673,755.7667623339455,9.0,Normal
2234,56264,4071,3214,0,199.7911279905701,1433.5543698225356,11.0,Normal
881,16840,6987,6025,2,151.0139615791336,447.35299042290393,18.0,Normal
2200,18892,2003,2039,0,17.026624479230286,113.4431310303008,11.0,Normal
8250,11461,3114,5262,1,103.16129787549266,5879.875319297202,54.20019492626952,Attacker
4156,16477,7002,885,2,321.13544766538917,2140.337827947167,25.216358163925236,Victim
2730,23246,5928,3180,1,73.3095748822747,5469.988449444096,35.899538355952075,Unknown
8672,15282,305,1655,0,8.121929513815994,2027.1405596017626,22.618371948980776,Attacker
5221,64948,2200,3810,0,148.04052345294525,3877.8586022132645,29.16735744091732,Victim
6246,35342,2413,679,2,92.88827884856231,3392.0102699960044,26.443166378506707,Unknown
9219,14001,6832,2695,2,10.362952876286862,4689.046793565171,31.205519344570348,Attacker
9008,64454,375,3451,0,38.65681542508222,127.66974719543359,10.0,Normal
1192,55673,2163,6928,0,249.25363998966154,127.99402941876522,11.0,Normal
8588,38474,7561,691,1,28.807789349541572,1022.6267572817397,8.0,Normal
7393,48231,8452,5414,1,84.20180633312917,2126.5608150882767,14.0,Normal
4442,19237,2153,6364,2,66.92001732723608,535.7804981438635,6.0,Normal
2863,37543,6730,2029,2,198.14134668773815,756.7032179694695,17.0,Normal
2590,56257,6258,5706,2,106.00174744675638,894.559875305256,8.0,Normal
6560,46706,4159,640,2,31.851585890161378,5916.605651692295,69.36542474443293,Victim
4533,11247,1682,2626,2,15.416419456939865,61.41127244413556,8.0,Normal
2016,49190,6648,706,2,81.52859506034255,889.5010917826831,9.0,Normal
1194,40393,8134,6725,2,7.921739028874354,587.1265653327515,30.886427718813067,Unknown
1500,21867,5611,6964,2,50.01015757900413,811.4893931952405,7.0,Normal
1880,4880,5418,2891,1,50.91787791451322,1493.3330986910953,5.0,Normal
6564,60550,6427,1690,0,21.857042552427927,5.46292235002001,9.0,Normal
4299,13685,4559,3342,0,94.72857122455196,2496.922642135379,25.539007669823313,Victim
657,16615,7227,3862,2,40.0400317940527,1369.2024362830969,9.0,Normal
798,7206,8427,754,0,1.1828278237377639,751.9129695305018,16.0,Normal
5630,56259,4395,3802,2,265.170773821735,901.7740864716534,24.70067249647441,Victim
6740,8994,3518,128,1,315.6987277781552,1195.896873914232,13.0,Normal
418,48946,1590,1466,2,34.1457777640034,1530.0371035360897,10.0,Normal
3451,35886,5270,1982,1,11.876727221741708,450.2405869470081,16.0,Normal
6317,31779,7975,4802,1,306.94249543993084,352.96846594700725,16.0,Normal
5194,45887,1394,6903,1,134.91952090364256,787.7615251115793,8.0,Normal
6474,56414,5431,3647,2,221.77149323743234,454.7967132961192,3.0,Normal
6331,20440,6385,4452,1,44.76570270698919,1807.5043598490506,5.0,Normal
3840,14696,946,2174,2,66.1769210246353,1509.8193725882415,10.0,Normal
4003,18956,8881,3922,1,266.26902861624455,373.8035251916535,5.0,Normal
7721,63633,1443,7149,1,61.53576810397817,610.6064845435462,10.0,Normal
1986,48020,7269,4391,0,228.02478271347155,16491.01711309787,47.66796246007397,Victim
6635,9583,1093,309,2,347.4470146001818,354.20254691046614,38.41698360976491,Suspicious
7169,1088,2101,7886,0,181.47037428022045,1403.3676500088202,12.0,Normal
3029,4323,3155,6546,1,1051.9505800024965,3599.0425659172997,52.51295463121191,Victim
2426,5873,2059,8077,0,40.78168709858302,127.23924201628544,13.0,Normal
7037,6663,4475,3572,1,28.428896797867953,124.40614343779745,11.0,Normal
7653,52211,2378,6448,0,8.089117914120893,323.360835896134,15.0,Normal
1067,12079,6913,1765,0,194.1681766036283,794.2491830939459,6.0,Normal
6699,60244,3311,1390,2,34.62719176901191,2384.770724161823,7.0,Normal
9029,23082,5846,4221,2,5.088579358276586,360.9624886034705,9.0,Normal
7046,30451,2285,6012,0,200.4486012603353,222.17879292016033,20.0,Normal
9108,52404,8287,5213,0,145.2939144670721,2735.735103836013,39.8296914795274,Unknown
3641,55796,264,712,2,182.20941765229114,170.34810798243967,16.0,Normal
685,18004,1326,2502,1,194.6407880490203,2588.0594128494567,24.980634695198475,Suspicious
6217,65298,2283,2830,1,37.64837765969659,4314.836000512344,9.0,Normal
2533,53782,7994,5162,1,13.90110548418767,816.559827432851,9.0,Normal
2589,11890,4106,412,1,57.47625708107864,1532.059215871165,10.0,Normal
1199,4913,3093,1959,0,2.6907833038754236,238.0162460761116,15.0,Normal
6081,53682,5366,6389,1,92.24583195081048,734.111660233226,8.0,Normal
5095,60202,6180,586,0,55.803015995588176,714.4301030404368,11.0,Normal
7569,49250,3542,4292,0,15.259612860018251,1674.8720164671004,8.0,Normal
238,32359,1853,1022,1,75.5521625401436,21.807468148952584,7.0,Normal
5677,51571,1628,715,1,161.4001796933577,1969.545141543439,7.0,Normal
6525,27186,2738,1669,1,368.0922640887641,82.9414163476365,13.0,Normal
8733,24937,5939,1542,2,74.94181019278291,2484.0631501358657,11.0,Normal
3890,25711,1476,7551,0,13.87460637543482,154.1301555560235,18.0,Normal
2334,34244,4222,6680,1,166.44548982394969,759.7964927942667,12.0,Normal
1330,12019,8438,2071,2,119.00323882956289,104.68388323336386,9.0,Normal
2882,57512,9076,5044,0,307.84890245909224,592.7433322750333,8.0,Normal
2562,3655,4769,5470,0,76.6176038086726,355.64524001567,9.0,Normal
6962,35978,6477,1814,0,44.17721776311504,544.8912989049167,12.0,Normal
3189,6991,1855,2343,1,591.1238627337053,7652.11421584422,40.85392205244955,Unknown
5019,23782,7676,192,1,77.31531486868352,615.1471246627312,8.0,Normal
5965,22766,7005,7263,0,1.603352911357966,23.435300806797144,9.0,Normal
9246,65495,566,2343,0,64.18250106883272,1991.0874737989652,13.0,Normal
2249,38140,5330,506,2,0.23808629385675045,99.76998436928862,10.0,Normal
1299,27604,5765,5334,2,133.82961802882306,3943.895139784949,9.0,Normal
6103,35251,6505,1146,0,83.45842864232702,1905.94953854448,7.0,Normal
7529,2966,6838,2891,2,11.631037154786863,824.111022101316,6.0,Normal
3072,48688,1727,4459,0,167.67071305170393,281.29355708742276,11.0,Normal
7870,29093,7671,913,2,76.88134926024067,90.19406148256635,13.0,Normal
5627,22830,2999,7345,0,19.572268915772483,3537.68979446667,24.998108043554737,Suspicious
1784,15431,1366,7307,1,17.436633396528823,225.03207524576112,8.0,Normal
658,49414,5804,309,0,172.65553364325814,1321.3319943311535,6.0,Normal
1836,60225,1818,6095,1,43.92600929082719,1786.8213534158208,8.0,Normal
9205,15581,7263,5842,0,172.09063538216293,4506.694734260594,13.0,Normal
6536,55372,5332,4560,1,7.203681165195559,701.6140085966434,12.0,Normal
3816,17469,8359,4334,2,27.952749464078565,3675.8436458555866,12.0,Normal
7279,18902,4502,903,1,144.6395151992086,161.71889561690912,8.0,Normal
3583,18588,8189,2598,2,102.63905740859944,1809.396105412742,12.0,Normal
3745,14117,2457,3747,0,36.64720925008875,445.97778354043174,10.0,Normal
2146,56444,6161,4383,2,727.713345139477,1359.1205067555177,31.498898065335922,Suspicious
7574,36580,3272,4349,2,23.7072910265827,312.85972691270183,7.0,Normal
7172,27475,8520,1903,2,286.4139028317475,801.1648697419856,40.67897776050379,Suspicious
2969,44192,512,1184,0,118.98854045456547,583.7837648456449,5.0,Normal
2110,54812,3078,1121,1,12.910358181918008,4365.112534632992,6.0,Normal
5531,54897,5617,5192,2,80.99408678614762,400.3388364453972,17.0,Normal
131,55886,2753,787,0,265.7940632472013,618.1914235235605,12.0,Normal
8475,25110,5594,7538,2,96.46831035148978,259.4242555143463,13.0,Normal
7674,17513,1140,1463,1,75.24883479022031,411.1615585728453,12.0,Normal
390,59522,9195,1971,2,125.15212522115982,380.9644689337796,18.05828627805076,Attacker
207,29028,3601,1382,2,311.7760960395597,6282.397065323216,40.99416209864764,Victim
7620,21495,8000,7198,2,244.25280114062596,712.946309823477,9.0,Normal
5105,27308,8655,6620,1,139.96503086061486,1320.323690142878,14.0,Normal
9075,61191,2277,3101,1,129.1891354650827,720.0858424263193,10.0,Normal
9247,37717,3468,6989,0,21.380029714317832,1470.5323194445289,10.0,Normal
2835,19316,2804,7389,2,179.5685216486442,763.7636781568561,14.0,Normal
1844,19457,3536,756,2,4.154710641396336,1209.1350399672217,13.0,Normal
609,15592,9187,2644,2,141.61825009152886,1154.5510897455604,13.0,Normal
302,46448,2777,3402,2,23.68242498360474,762.6322449206542,12.0,Normal
1963,10490,3313,4837,1,66.79888617631336,262.127522669033,5.0,Normal
909,26545,8206,1643,1,118.82108361473027,238.06403127688742,6.0,Normal
3735,58348,5053,1340,2,241.7370178549429,14200.855988323423,16.64674301386716,Victim
7551,37696,6244,3283,2,219.00061636315016,128.61388353856893,14.0,Normal
8933,16491,4130,2433,2,75.00788374415954,5419.614407673043,38.556290846606686,Unknown
4844,33043,2808,437,2,25.401552829169695,698.2301245152715,11.0,Normal
7744,11443,240,5484,0,558.4988583370434,1601.470193479953,8.0,Normal
1160,53972,7066,5492,0,23.26361750191697,145.47981195877736,11.0,Normal
1707,17700,3526,3314,2,109.50608427036168,1162.5052650814096,8.0,Normal
1252,30279,1252,498,2,305.2190280359427,931.0266170051225,13.0,Normal
956,32538,4824,7986,2,671.2963140268043,2859.3885419015837,38.26050545682751,Victim
5668,44206,9111,5667,0,58.56631086137014,970.814724885913,13.0,Normal
9115,23674,3852,4817,1,101.49561296954685,826.7868885652674,8.0,Normal
771,23778,2453,4035,0,75.31016284608056,2607.32175263594,11.0,Normal
8860,13189,2690,1673,0,42.565085095281724,428.7197666377203,6.0,Normal
5583,11707,745,4682,2,15.597813317115719,204.18396887795058,16.0,Normal
1233,33580,985,5857,2,162.65547262076663,1586.7283818492099,15.0,Normal
3683,60843,7088,5677,1,9.479616843278375,138.9074901901823,8.0,Normal
3833,16466,8268,1465,2,94.0653563574104,1138.5678207466785,11.0,Normal
8002,5884,614,4487,2,234.92359836322402,4932.246087215251,27.907721271663995,Victim
9031,4753,7372,5833,1,107.6397437418933,11.140707724891042,42.94354149413986,Victim
3951,32375,4049,2831,2,14.54982044360619,274.25561209535823,7.0,Normal
2276,48192,4956,324,2,339.294104428971,3010.963160060579,64.42373268598548,Unknown
3283,63768,1257,4652,2,61.9756230766068,400.05217439379516,7.0,Normal
8738,25370,880,694,0,129.19770066506746,556.6807073955307,11.0,Normal
6390,55686,5408,6659,2,3.6156409864141867,7857.038537591212,41.54596851147976,Victim
4999,9643,3235,329,0,7.742456596635096,1312.3954970712757,9.0,Normal
7100,56937,837,3173,2,19.339991728086574,163.94047492301905,4.0,Normal
9068,12188,3414,6700,2,12.085559551199907,332.5574431796437,10.0,Normal
3767,39902,8462,1675,0,21.283037907036924,1011.9498032074441,16.0,Normal
3994,7979,3775,5949,0,115.99178598444237,887.8020791631901,13.0,Normal
1858,1130,3608,2009,2,4.813730346716294,1335.024124020366,10.0,Normal
4856,61987,5808,6051,1,3.86011417186402,1023.0687142421473,7.0,Normal
8716,5778,8193,590,2,3.2163858012854347,400.70226356234997,8.0,Normal
94,45317,1334,4047,0,119.61670969720221,691.6200076217409,13.0,Normal
6248,62360,1250,7583,2,76.81627357553026,2160.5802235446367,11.0,Normal
132,22686,5045,5845,2,46.242031407034865,205.905215645819,11.0,Normal
6098,7432,7400,6048,0,112.58023346876217,472.7992005693637,13.0,Normal
5929,41427,7793,4949,1,80.65494384091981,1843.4452669196553,11.0,Normal
95,2249,446,1445,1,0.7361872784943099,452.86214026087185,9.0,Normal
3351,13220,5665,7585,0,182.35582021076766,531.4112883284539,9.0,Normal
1603,5274,1075,7727,0,43.106662278170745,384.52025654969077,9.0,Normal
1973,16396,7444,1003,2,51.009466303120135,2297.8515891071256,8.0,Normal
9109,61736,7863,7289,0,152.45911701438476,1088.685434804369,4.0,Normal
6001,18303,8547,153,0,20.71358801381908,234.17786864650776,7.0,Normal
5607,45889,7572,888,2,1.0122919744777097,1384.8322681063062,9.0,Normal
2496,31217,2004,2958,2,239.5120916914145,39.27693073241068,8.0,Normal
8512,51796,7149,5221,2,70.41641562711176,504.8576398275421,8.0,Normal
4098,55264,1586,2347,1,43.00556884323146,2405.3906214521853,7.0,Normal
4967,45847,9024,2206,1,170.95101005310033,1170.4911274382987,7.0,Normal
2535,27892,1951,4410,0,2.664680680981011,1575.4990713193467,9.0,Normal
8655,39211,7249,2284,2,22.601118547296455,2678.226288103037,8.0,Normal
1699,51561,7792,6550,0,46.669245908708284,8251.279544566234,24.187624500278602,Unknown
2625,49505,8213,7361,0,133.87647406488773,92.75581952914372,10.0,Normal
6562,29499,3500,8049,1,37.409254010790825,262.199359563714,16.0,Normal
3675,45576,8851,3759,1,148.2394533259901,693.1356702020269,16.0,Normal
